node1,node1_type,node1_size,node2,node2_type,node2_size
"Cyclophosphamide","drug","22","GSTA1","gene","15"
"Cyclophosphamide","drug","22","GSTA6P","gene","15"
"Cyclophosphamide","drug","22","CXCR2","gene","15"
"Cyclophosphamide","drug","22","MTR","gene","15"
"Cyclophosphamide","drug","22","NCF4","gene","15"
"Cyclophosphamide","drug","22","PPP1R13L","gene","15"
"Cyclophosphamide","drug","22","XRCC1","gene","15"
"Cyclophosphamide","drug","22","NR1I2","gene","15"
"Cyclophosphamide","drug","22","ABCC4","gene","15"
"Cyclophosphamide","drug","22","rs1042522","snp","15"
"Cyclophosphamide","drug","22","rs1045642","snp","15"
"Cyclophosphamide","drug","22","rs1138272","snp","15"
"Cyclophosphamide","drug","22","rs1143684","snp","15"
"Cyclophosphamide","drug","22","rs11615","snp","15"
"Cyclophosphamide","drug","22","rs12210538","snp","15"
"Cyclophosphamide","drug","22","rs12721655","snp","15"
"Cyclophosphamide","drug","22","rs1799735","snp","15"
"Cyclophosphamide","drug","22","rs1799782","snp","15"
"Cyclophosphamide","drug","22","rs1799793","snp","15"
"Cyclophosphamide","drug","22","rs1799983","snp","15"
"Cyclophosphamide","drug","22","rs1800566","snp","15"
"Cyclophosphamide","drug","22","rs2031920","snp","15"
"Cyclophosphamide","drug","22","rs2032582","snp","15"
"Cyclophosphamide","drug","22","rs2070744","snp","15"
"Cyclophosphamide","drug","22","rs2228100","snp","15"
"Cyclophosphamide","drug","22","rs2230054","snp","15"
"Cyclophosphamide","drug","22","rs25489","snp","15"
"Cyclophosphamide","drug","22","rs2740574","snp","15"
"Cyclophosphamide","drug","22","rs3212986","snp","15"
"Cyclophosphamide","drug","22","rs34743033","snp","15"
"Cyclophosphamide","drug","22","rs351855","snp","15"
"Cyclophosphamide","drug","22","rs3957357","snp","15"
"Cyclophosphamide","drug","22","rs396991","snp","15"
"Cyclophosphamide","drug","22","rs4073","snp","15"
"Cyclophosphamide","drug","22","rs4244285","snp","15"
"Cyclophosphamide","drug","22","rs45589337","snp","15"
"Cyclophosphamide","drug","22","rs4880","snp","15"
"Cyclophosphamide","drug","22","rs6151031","snp","15"
"Cyclophosphamide","drug","22","rs6907567","snp","15"
"Cyclophosphamide","drug","22","rs714368","snp","15"
"Cyclophosphamide","drug","22","rs7483","snp","15"
"Cyclophosphamide","drug","22","rs8192709","snp","15"
"Cyclophosphamide","drug","22","Clomipramine","drug","15"
"Cyclophosphamide","drug","22","Clopidogrel","drug","15"
"Cyclophosphamide","drug","22","nelfinavir","drug","15"
"Cyclophosphamide","drug","22","Progesterone","drug","15"
"Cyclophosphamide","drug","22","Propranolol","drug","15"
"Cyclophosphamide","drug","22","Warfarin","drug","15"
"Cyclophosphamide","drug","22","citalopram","drug","15"
"Cyclophosphamide","drug","22","mephenytoin","drug","15"
"Cyclophosphamide","drug","22","Phenobarbital","drug","15"
"Cyclophosphamide","drug","22","Phenytoin","drug","15"
"Cyclophosphamide","drug","22","teniposide","drug","15"
"Cyclophosphamide","drug","22","Amitriptyline","drug","15"
"Cyclophosphamide","drug","22","Imipramine","drug","15"
"Cyclophosphamide","drug","22","Carisoprodol","drug","15"
"Cyclophosphamide","drug","22","hexobarbital","drug","15"
"Cyclophosphamide","drug","22","Indometacin","drug","15"
"Cyclophosphamide","drug","22","Lansoprazole","drug","15"
"Cyclophosphamide","drug","22","methylphenobarbital","drug","15"
"Cyclophosphamide","drug","22","Nilutamide","drug","15"
"Cyclophosphamide","drug","22","Omeprazole","drug","15"
"Cyclophosphamide","drug","22","Pantoprazole","drug","15"
"Cyclophosphamide","drug","22","primidone","drug","15"
"Cyclophosphamide","drug","22","proguanil","drug","15"
"Cyclophosphamide","drug","22","Rabeprazole","drug","15"
"Cyclophosphamide","drug","22","moclobemide","drug","15"
"Cyclophosphamide","drug","22","efavirenz","drug","15"
"Cyclophosphamide","drug","22","bupropion","drug","15"
"Doxorubicin","drug","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"Doxorubicin","drug","22","BCR","gene","15"
"Doxorubicin","drug","22","ABL1","gene","15"
"Doxorubicin","drug","22","KMT2A","gene","15"
"Doxorubicin","drug","22","AFF1","gene","15"
"Doxorubicin","drug","22","TCF3","gene","15"
"Doxorubicin","drug","22","PBX1","gene","15"
"Doxorubicin","drug","22","MYC","gene","15"
"Doxorubicin","drug","22","ETV6","gene","15"
"Doxorubicin","drug","22","RUNX1","gene","15"
"Doxorubicin","drug","22","Vincristine","drug","15"
"Doxorubicin","drug","22","Prednisone","drug","15"
"Doxorubicin","drug","22","Daunorubicin","drug","15"
"Doxorubicin","drug","22","Asparaginase","drug","15"
"Doxorubicin","drug","22","Methotrexate","drug","15"
"Doxorubicin","drug","22","Cyclophosphamide","drug","15"
"Doxorubicin","drug","22","Acute lymphoblastic leukemia (ALL) (precursor T lymphoblastic leukemia)","disease","15"
"Doxorubicin","drug","22","NOTCH1","gene","15"
"Doxorubicin","drug","22","TAL1","gene","15"
"Doxorubicin","drug","22","LYL1","gene","15"
"Doxorubicin","drug","22","MLLT1","gene","15"
"Doxorubicin","drug","22","TLX1","gene","15"
"Doxorubicin","drug","22","LMO2","gene","15"
"Doxorubicin","drug","22","TLX3","gene","15"
"Doxorubicin","drug","22","Burkitt lymphoma","disease","15"
"Doxorubicin","drug","22","TP53","gene","15"
"Doxorubicin","drug","22","CDKN2A","gene","15"
"Doxorubicin","drug","22","Adult T-cell leukemia","disease","15"
"Doxorubicin","drug","22","FAS","gene","15"
"Doxorubicin","drug","22","Lymphoplasmacytic lymphoma","disease","15"
"Doxorubicin","drug","22","PAX5","gene","15"
"Doxorubicin","drug","22","Endometrial Cancer","disease","15"
"Doxorubicin","drug","22","KRAS","gene","15"
"Doxorubicin","drug","22","CTNNB1","gene","15"
"Doxorubicin","drug","22","ERBB2","gene","15"
"Doxorubicin","drug","22","PTEN","gene","15"
"Doxorubicin","drug","22","MLH1","gene","15"
"Doxorubicin","drug","22","Progestin","drug","15"
"Doxorubicin","drug","22","Tamoxifen","drug","15"
"Doxorubicin","drug","22","Aromatase inhibitors","drug","15"
"Doxorubicin","drug","22","Cisplatin","drug","15"
"Doxorubicin","drug","22","Vulvar cancer","disease","15"
"Doxorubicin","drug","22","Bleomycin","drug","15"
"Doxorubicin","drug","22","Fluorouracil","drug","15"
"Doxorubicin","drug","22","Mitomycin","drug","15"
"Doxorubicin","drug","22","Breast cancer","disease","15"
"Doxorubicin","drug","22","BRCA1","gene","15"
"Doxorubicin","drug","22","BRCA2","gene","15"
"Doxorubicin","drug","22","RB1","gene","15"
"Doxorubicin","drug","22","CDH1","gene","15"
"Doxorubicin","drug","22","CCND1","gene","15"
"Doxorubicin","drug","22","Anastrozole","drug","15"
"Doxorubicin","drug","22","Letrozole","drug","15"
"Doxorubicin","drug","22","Exemestane","drug","15"
"Doxorubicin","drug","22","Ewing's sarcoma","disease","15"
"Doxorubicin","drug","22","EWSR1","gene","15"
"Doxorubicin","drug","22","FLI1","gene","15"
"Doxorubicin","drug","22","ERG","gene","15"
"Doxorubicin","drug","22","ETV1","gene","15"
"Doxorubicin","drug","22","ETV4","gene","15"
"Doxorubicin","drug","22","FEV","gene","15"
"Doxorubicin","drug","22","Osteosarcoma","disease","15"
"Doxorubicin","drug","22","MDM2","gene","15"
"Doxorubicin","drug","22","TSPAN31","gene","15"
"Doxorubicin","drug","22","CDKN2B","gene","15"
"Doxorubicin","drug","22","Alveolar rhabdomyosarcoma","disease","15"
"Doxorubicin","drug","22","PAX3","gene","15"
"Doxorubicin","drug","22","FOXO1","gene","15"
"Doxorubicin","drug","22","PAX7","gene","15"
"Doxorubicin","drug","22","ATR","gene","15"
"Doxorubicin","drug","22","Basal cell carcinoma","disease","15"
"Doxorubicin","drug","22","SHH","gene","15"
"Doxorubicin","drug","22","SMO","gene","15"
"Doxorubicin","drug","22","PTCH1","gene","15"
"Doxorubicin","drug","22","Squamous cell carcinoma","disease","15"
"Doxorubicin","drug","22","HRAS","gene","15"
"Doxorubicin","drug","22","Kaposi's sarcoma","disease","15"
"Doxorubicin","drug","22","BCL2","gene","15"
"Doxorubicin","drug","22","FGF3","gene","15"
"Doxorubicin","drug","22","Neuroblastoma","disease","15"
"Doxorubicin","drug","22","MYCN","gene","15"
"Doxorubicin","drug","22","NTRK1","gene","15"
"Doxorubicin","drug","22","NTRK2","gene","15"
"Doxorubicin","drug","22","NTRK3","gene","15"
"Doxorubicin","drug","22","Cancer of the anal canal","disease","15"
"Doxorubicin","drug","22","DCC","gene","15"
"Doxorubicin","drug","22","APC","gene","15"
"Doxorubicin","drug","22","Malignant islet cell carcinoma","disease","15"
"Doxorubicin","drug","22","MEN1","gene","15"
"Doxorubicin","drug","22","Omeprazole","drug","15"
"Doxorubicin","drug","22","Lansoprazole","drug","15"
"Doxorubicin","drug","22","Diazoxide","drug","15"
"Doxorubicin","drug","22","Octreotide acetate (Sandostatin)","drug","15"
"Doxorubicin","drug","22","Streptozocin","drug","15"
"Doxorubicin","drug","22","Gallbladder cancer","disease","15"
"Doxorubicin","drug","22","Hepatocellular carcinoma","disease","15"
"Doxorubicin","drug","22","NRAS","gene","15"
"Doxorubicin","drug","22","AXIN1","gene","15"
"Doxorubicin","drug","22","TP73","gene","15"
"Doxorubicin","drug","22","IGF2R","gene","15"
"Doxorubicin","drug","22","Myxoid liposarcoma","disease","15"
"Doxorubicin","drug","22","FUS","gene","15"
"Doxorubicin","drug","22","DDIT3","gene","15"
"Doxorubicin","drug","22","Synovial sarcoma","disease","15"
"Doxorubicin","drug","22","SS18","gene","15"
"Doxorubicin","drug","22","SSX1","gene","15"
"Doxorubicin","drug","22","SSX2","gene","15"
"Doxorubicin","drug","22","IGF1R","gene","15"
"Doxorubicin","drug","22","Alveolar soft part sarcoma","disease","15"
"Doxorubicin","drug","22","ASPSCR1","gene","15"
"Doxorubicin","drug","22","TFE3","gene","15"
"Doxorubicin","drug","22","Clear cell sarcoma of soft tissue","disease","15"
"Doxorubicin","drug","22","ATF1","gene","15"
"Doxorubicin","drug","22","Extraskeletal myxoid chondrosarcoma","disease","15"
"Doxorubicin","drug","22","NR4A3","gene","15"
"Doxorubicin","drug","22","TAF15","gene","15"
"Doxorubicin","drug","22","TYMS","gene","15"
"Doxorubicin","drug","22","cytochrome P450, family 2, subfamily B, polypeptide 6","gene","15"
"Doxorubicin","drug","22","cytochrome P450, family 3, subfamily A","gene","15"
"Doxorubicin","drug","22","Dexamethasone","drug","15"
"Doxorubicin","drug","22","Cytarabine","drug","15"
"Doxorubicin","drug","22","6-mercaptopurine","drug","15"
"Doxorubicin","drug","22","Prednisone (CHOP)","drug","15"
"Doxorubicin","drug","22","Rituximab","drug","15"
"Doxorubicin","drug","22","Carboplatin","drug","15"
"Doxorubicin","drug","22","Paclitaxel","drug","15"
"Doxorubicin","drug","22","Docetaxel","drug","15"
"Doxorubicin","drug","22","Trastuzumab","drug","15"
"Doxorubicin","drug","22","Dacarbazine","drug","15"
"Doxorubicin","drug","22","Dactinomycin","drug","15"
"Doxorubicin","drug","22","Ifosfamide","drug","15"
"Doxorubicin","drug","22","Etoposide","drug","15"
"Doxorubicin","drug","22","Mesna","drug","15"
"Doxorubicin","drug","22","Imatinib","drug","15"
"Doxorubicin","drug","22","Sunitinib","drug","15"
"Doxorubicin","drug","22","Interferon alpha","drug","15"
"Doxorubicin","drug","22","Gemcitabine","drug","15"
"Doxorubicin","drug","22","Leucovorin","drug","15"
"Doxorubicin","drug","22","ABCC2","gene","15"
"Doxorubicin","drug","22","CYP2B6","gene","15"
"Doxorubicin","drug","22","CYP2C19","gene","15"
"Doxorubicin","drug","22","CYP2C8","gene","15"
"Doxorubicin","drug","22","CYP3A4","gene","15"
"Doxorubicin","drug","22","SLC22A16","gene","15"
"Doxorubicin","drug","22","C18orf56","gene","15"
"Doxorubicin","drug","22","KLC3","gene","15"
"Doxorubicin","drug","22","NOS2","gene","15"
"Doxorubicin","drug","22","ABCC1","gene","15"
"Doxorubicin","drug","22","MTHFR","gene","15"
"Doxorubicin","drug","22","AKR1A1","gene","15"
"Doxorubicin","drug","22","AKR1C3","gene","15"
"Doxorubicin","drug","22","NOS1","gene","15"
"Doxorubicin","drug","22","NOS3","gene","15"
"Doxorubicin","drug","22","SETD4","gene","15"
"Doxorubicin","drug","22","CAT","gene","15"
"Doxorubicin","drug","22","CBR1","gene","15"
"Doxorubicin","drug","22","CBR3","gene","15"
"Doxorubicin","drug","22","CLCN6","gene","15"
"Doxorubicin","drug","22","ABCB1","gene","15"
"Doxorubicin","drug","22","CYBA","gene","15"
"Doxorubicin","drug","22","CYP3A","gene","15"
"Doxorubicin","drug","22","ERCC2","gene","15"
"Doxorubicin","drug","22","FCGR2A","gene","15"
"Doxorubicin","drug","22","FCGR3A","gene","15"
"Doxorubicin","drug","22","G6PD","gene","15"
"Doxorubicin","drug","22","GPX1","gene","15"
"Doxorubicin","drug","22","GSTA1","gene","15"
"Doxorubicin","drug","22","GSTP1","gene","15"
"Doxorubicin","drug","22","MTR","gene","15"
"Doxorubicin","drug","22","NCF4","gene","15"
"Doxorubicin","drug","22","NDUFS2","gene","15"
"Doxorubicin","drug","22","NDUFS3","gene","15"
"Doxorubicin","drug","22","NDUFS7","gene","15"
"Doxorubicin","drug","22","NQO1","gene","15"
"Doxorubicin","drug","22","NQO2","gene","15"
"Doxorubicin","drug","22","SOD1","gene","15"
"Doxorubicin","drug","22","POR","gene","15"
"Doxorubicin","drug","22","RAC2","gene","15"
"Doxorubicin","drug","22","RALBP1","gene","15"
"Doxorubicin","drug","22","TOP2A","gene","15"
"Doxorubicin","drug","22","TOP2B","gene","15"
"Doxorubicin","drug","22","XDH","gene","15"
"Doxorubicin","drug","22","ABCG2","gene","15"
"Doxorubicin","drug","22","ABCC4","gene","15"
"Doxorubicin","drug","22","rs1045642","snp","15"
"Doxorubicin","drug","22","rs1056892","snp","15"
"Doxorubicin","drug","22","rs1128503","snp","15"
"Doxorubicin","drug","22","rs1138272","snp","15"
"Doxorubicin","drug","22","rs1143663","snp","15"
"Doxorubicin","drug","22","rs1143684","snp","15"
"Doxorubicin","drug","22","rs12210538","snp","15"
"Doxorubicin","drug","22","rs12721655","snp","15"
"Doxorubicin","drug","22","rs13058338","snp","15"
"Doxorubicin","drug","22","rs13181","snp","15"
"Doxorubicin","drug","22","rs1695","snp","15"
"Doxorubicin","drug","22","rs17222723","snp","15"
"Doxorubicin","drug","22","rs1799793","snp","15"
"Doxorubicin","drug","22","rs1799983","snp","15"
"Doxorubicin","drug","22","rs1800566","snp","15"
"Doxorubicin","drug","22","rs1801133","snp","15"
"Doxorubicin","drug","22","rs1801274","snp","15"
"Doxorubicin","drug","22","rs1805087","snp","15"
"Doxorubicin","drug","22","rs1883112","snp","15"
"Doxorubicin","drug","22","rs2032582","snp","15"
"Doxorubicin","drug","22","rs20572","snp","15"
"Doxorubicin","drug","22","rs2070744","snp","15"
"Doxorubicin","drug","22","rs2740574","snp","15"
"Doxorubicin","drug","22","rs2835285","snp","15"
"Doxorubicin","drug","22","rs3211371","snp","15"
"Doxorubicin","drug","22","rs34743033","snp","15"
"Doxorubicin","drug","22","rs3745274","snp","15"
"Doxorubicin","drug","22","rs3957357","snp","15"
"Doxorubicin","drug","22","rs396991","snp","15"
"Doxorubicin","drug","22","rs41557318","snp","15"
"Doxorubicin","drug","22","rs4244285","snp","15"
"Doxorubicin","drug","22","rs45511401","snp","15"
"Doxorubicin","drug","22","rs4673","snp","15"
"Doxorubicin","drug","22","rs4987121","snp","15"
"Doxorubicin","drug","22","rs6907567","snp","15"
"Doxorubicin","drug","22","rs714368","snp","15"
"Doxorubicin","drug","22","rs723685","snp","15"
"Doxorubicin","drug","22","rs8133052","snp","15"
"Doxorubicin","drug","22","rs8187710","snp","15"
"Doxorubicin","drug","22","rs8192709","snp","15"
"Doxorubicin","drug","22","rs9024","snp","15"
"Doxorubicin","drug","22","rs9561778","snp","15"
"Dexamethasone","drug","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"Dexamethasone","drug","22","BCR","gene","15"
"Dexamethasone","drug","22","ABL1","gene","15"
"Dexamethasone","drug","22","KMT2A","gene","15"
"Dexamethasone","drug","22","AFF1","gene","15"
"Dexamethasone","drug","22","TCF3","gene","15"
"Dexamethasone","drug","22","PBX1","gene","15"
"Dexamethasone","drug","22","MYC","gene","15"
"Dexamethasone","drug","22","ETV6","gene","15"
"Dexamethasone","drug","22","RUNX1","gene","15"
"Dexamethasone","drug","22","Vincristine","drug","15"
"Dexamethasone","drug","22","Prednisone","drug","15"
"Dexamethasone","drug","22","Daunorubicin","drug","15"
"Dexamethasone","drug","22","Asparaginase","drug","15"
"Dexamethasone","drug","22","Methotrexate","drug","15"
"Dexamethasone","drug","22","Cyclophosphamide","drug","15"
"Dexamethasone","drug","22","Doxorubicin","drug","15"
"Dexamethasone","drug","22","Acute lymphoblastic leukemia (ALL) (precursor T lymphoblastic leukemia)","disease","15"
"Dexamethasone","drug","22","NOTCH1","gene","15"
"Dexamethasone","drug","22","TAL1","gene","15"
"Dexamethasone","drug","22","LYL1","gene","15"
"Dexamethasone","drug","22","MLLT1","gene","15"
"Dexamethasone","drug","22","TLX1","gene","15"
"Dexamethasone","drug","22","LMO2","gene","15"
"Dexamethasone","drug","22","TLX3","gene","15"
"Dexamethasone","drug","22","Multiple myeloma","disease","15"
"Dexamethasone","drug","22","CCND1","gene","15"
"Dexamethasone","drug","22","CCND3","gene","15"
"Dexamethasone","drug","22","FGFR3","gene","15"
"Dexamethasone","drug","22","WHSC1","gene","15"
"Dexamethasone","drug","22","MAF","gene","15"
"Dexamethasone","drug","22","NRAS","gene","15"
"Dexamethasone","drug","22","KRAS","gene","15"
"Dexamethasone","drug","22","TP53","gene","15"
"Dexamethasone","drug","22","Bortezomib","drug","15"
"Dexamethasone","drug","22","Congenital adrenal hyperplasia (CAH)","disease","15"
"Dexamethasone","drug","22","STAR","gene","15"
"Dexamethasone","drug","22","CYP11A1","gene","15"
"Dexamethasone","drug","22","HSD3B2","gene","15"
"Dexamethasone","drug","22","CYP21A2","gene","15"
"Dexamethasone","drug","22","CYP11B1","gene","15"
"Dexamethasone","drug","22","CYP17A1","gene","15"
"Dexamethasone","drug","22","Hydrocortisone","drug","15"
"Dexamethasone","drug","22","Familial glucocorticoid deficiency (FGD)","disease","15"
"Dexamethasone","drug","22","MC2R","gene","15"
"Dexamethasone","drug","22","MRAP","gene","15"
"Dexamethasone","drug","22","Apparent mineralocorticoid excess syndrome; 11-beta-ketoreductase deficiency","disease","15"
"Dexamethasone","drug","22","HSD11B2","gene","15"
"Dexamethasone","drug","22","Cortisone reductase deficiency (CRD)","disease","15"
"Dexamethasone","drug","22","H6PD","gene","15"
"Dexamethasone","drug","22","HSD11B1","gene","15"
"Dexamethasone","drug","22","Immune thrombocytopenia (ITP); Autoimmune thrombocytopenic purpura","disease","15"
"Dexamethasone","drug","22","FCGR2C","gene","15"
"Dexamethasone","drug","22","Allergic rhinitis","disease","15"
"Dexamethasone","drug","22","GATA3","gene","15"
"Dexamethasone","drug","22","IL13","gene","15"
"Dexamethasone","drug","22","IL18","gene","15"
"Dexamethasone","drug","22","IFNLR1","gene","15"
"Dexamethasone","drug","22","EPO","gene","15"
"Dexamethasone","drug","22","XCR1","gene","15"
"Dexamethasone","drug","22","CCR1","gene","15"
"Dexamethasone","drug","22","CCR2","gene","15"
"Dexamethasone","drug","22","CCR3","gene","15"
"Dexamethasone","drug","22","CCR5","gene","15"
"Dexamethasone","drug","22","SDAD1","gene","15"
"Dexamethasone","drug","22","CXCL9","gene","15"
"Dexamethasone","drug","22","CXCL10","gene","15"
"Dexamethasone","drug","22","CXCL11","gene","15"
"Dexamethasone","drug","22","CCL5","gene","15"
"Dexamethasone","drug","22","CCL26","gene","15"
"Dexamethasone","drug","22","CD14","gene","15"
"Dexamethasone","drug","22","FOXJ1","gene","15"
"Dexamethasone","drug","22","FCGR2A","gene","15"
"Dexamethasone","drug","22","Azelastine","drug","15"
"Dexamethasone","drug","22","Olopatadine","drug","15"
"Dexamethasone","drug","22","Diphenhydramine","drug","15"
"Dexamethasone","drug","22","Chlorpheniramine maleate","drug","15"
"Dexamethasone","drug","22","Hydroxyzine","drug","15"
"Dexamethasone","drug","22","Loratadine","drug","15"
"Dexamethasone","drug","22","Desloratidine","drug","15"
"Dexamethasone","drug","22","Cetirizine","drug","15"
"Dexamethasone","drug","22","Fexofenadine","drug","15"
"Dexamethasone","drug","22","Beclomethasone dipropionate","drug","15"
"Dexamethasone","drug","22","Triamcinolone","drug","15"
"Dexamethasone","drug","22","Flunisolide","drug","15"
"Dexamethasone","drug","22","Mometasone","drug","15"
"Dexamethasone","drug","22","Budesonide","drug","15"
"Dexamethasone","drug","22","Fluticasone","drug","15"
"Dexamethasone","drug","22","Vitiligo","disease","15"
"Dexamethasone","drug","22","NLRP1","gene","15"
"Dexamethasone","drug","22","Vitamin D","drug","15"
"Dexamethasone","drug","22","Calcineurin inhibitor","drug","15"
"Dexamethasone","drug","22","Topical corticosteroid","drug","15"
"Dexamethasone","drug","22","TYMS","gene","15"
"Dexamethasone","drug","22","CYP2C8","gene","15"
"Dexamethasone","drug","22","rs1695","snp","15"
"Dexamethasone","drug","22","rs1128503","snp","15"
"Dexamethasone","drug","22","GSTP1","gene","15"
"Dexamethasone","drug","22","rs34743033","snp","15"
"Dexamethasone","drug","22","rs11568820","snp","15"
"Dexamethasone","drug","22","CD3EAP","gene","15"
"Dexamethasone","drug","22","rs4553808","snp","15"
"Dexamethasone","drug","22","rs1045642","snp","15"
"Dexamethasone","drug","22","PPP1R13L","gene","15"
"Dexamethasone","drug","22","rs735482","snp","15"
"Dexamethasone","drug","22","C18orf56","gene","15"
"Dexamethasone","drug","22","PYGL","gene","15"
"Dexamethasone","drug","22","GSTT1","gene","15"
"Dexamethasone","drug","22","rs2032582","snp","15"
"Dexamethasone","drug","22","CTLA4","gene","15"
"Dexamethasone","drug","22","rs4516035","snp","15"
"Dexamethasone","drug","22","ERCC1","gene","15"
"Dexamethasone","drug","22","NR1I2","gene","15"
"Dexamethasone","drug","22","Cytarabine","drug","15"
"Dexamethasone","drug","22","6-mercaptopurine","drug","15"
"Dexamethasone","drug","22","Thalidomide","drug","15"
"Dexamethasone","drug","22","Lenalidomide","drug","15"
"Dexamethasone","drug","22","Melphalan","drug","15"
"Dexamethasone","drug","22","Prednisolone","drug","15"
"Dexamethasone","drug","22","Fludrocortisone","drug","15"
"Dexamethasone","drug","22","Intravenous immunoglobulin (IVIG)","drug","15"
"Dexamethasone","drug","22","Intravenous anti-Rho(D)","drug","15"
"Dexamethasone","drug","22","Rituximab","drug","15"
"Dexamethasone","drug","22","Romiplostim (Nplate)","drug","15"
"Dexamethasone","drug","22","Eltrombopag (Promacta)","drug","15"
"Dexamethasone","drug","22","Betamethasone","drug","15"
"Dexamethasone","drug","22","Montelukast","drug","15"
"Dexamethasone","drug","22","Oxymetazoline","drug","15"
"Dexamethasone","drug","22","Xylometazoline","drug","15"
"Dexamethasone","drug","22","Pseudoephedrine","drug","15"
"Dexamethasone","drug","22","Phenylephrine","drug","15"
"Dexamethasone","drug","22","Sodium cromoglycate","drug","15"
"Dexamethasone","drug","22","Ipratropium bromide","drug","15"
"Dexamethasone","drug","22","Phototherapy","drug","15"
"Dexamethasone","drug","22","ABCB1","gene","15"
"Dexamethasone","drug","22","VDR","gene","15"
"Dexamethasone","drug","22","rs2275622","snp","15"
"Dexamethasone","drug","22","rs4630","snp","15"
"Dexamethasone","drug","22","rs7142143","snp","15"
"Cytarabine","drug","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"Cytarabine","drug","22","BCR","gene","15"
"Cytarabine","drug","22","ABL1","gene","15"
"Cytarabine","drug","22","KMT2A","gene","15"
"Cytarabine","drug","22","AFF1","gene","15"
"Cytarabine","drug","22","TCF3","gene","15"
"Cytarabine","drug","22","PBX1","gene","15"
"Cytarabine","drug","22","MYC","gene","15"
"Cytarabine","drug","22","ETV6","gene","15"
"Cytarabine","drug","22","RUNX1","gene","15"
"Cytarabine","drug","22","Vincristine","drug","15"
"Cytarabine","drug","22","Prednisone","drug","15"
"Cytarabine","drug","22","Daunorubicin","drug","15"
"Cytarabine","drug","22","Asparaginase","drug","15"
"Cytarabine","drug","22","Methotrexate","drug","15"
"Cytarabine","drug","22","Cyclophosphamide","drug","15"
"Cytarabine","drug","22","Doxorubicin","drug","15"
"Cytarabine","drug","22","Dexamethasone","drug","15"
"Cytarabine","drug","22","Acute lymphoblastic leukemia (ALL) (precursor T lymphoblastic leukemia)","disease","15"
"Cytarabine","drug","22","NOTCH1","gene","15"
"Cytarabine","drug","22","TAL1","gene","15"
"Cytarabine","drug","22","LYL1","gene","15"
"Cytarabine","drug","22","MLLT1","gene","15"
"Cytarabine","drug","22","TLX1","gene","15"
"Cytarabine","drug","22","LMO2","gene","15"
"Cytarabine","drug","22","TLX3","gene","15"
"Cytarabine","drug","22","Acute myeloid leukemia (AML)","disease","15"
"Cytarabine","drug","22","FLT3","gene","15"
"Cytarabine","drug","22","KIT","gene","15"
"Cytarabine","drug","22","NRAS","gene","15"
"Cytarabine","drug","22","KRAS","gene","15"
"Cytarabine","drug","22","PML","gene","15"
"Cytarabine","drug","22","RARA","gene","15"
"Cytarabine","drug","22","RUNX1T1","gene","15"
"Cytarabine","drug","22","ZBTB16","gene","15"
"Cytarabine","drug","22","CEBPA","gene","15"
"Cytarabine","drug","22","SPI1","gene","15"
"Cytarabine","drug","22","TYMS","gene","15"
"Cytarabine","drug","22","rs1128503","snp","15"
"Cytarabine","drug","22","rs2072671","snp","15"
"Cytarabine","drug","22","rs3215400","snp","15"
"Cytarabine","drug","22","rs1048977","snp","15"
"Cytarabine","drug","22","NOS3","gene","15"
"Cytarabine","drug","22","rs2229109","snp","15"
"Cytarabine","drug","22","rs9993633","snp","15"
"Cytarabine","drug","22","CDA","gene","15"
"Cytarabine","drug","22","DCK","gene","15"
"Cytarabine","drug","22","rs532545","snp","15"
"Cytarabine","drug","22","rs34743033","snp","15"
"Cytarabine","drug","22","rs1799983","snp","15"
"Cytarabine","drug","22","rs2302948","snp","15"
"Cytarabine","drug","22","SLC22A12","gene","15"
"Cytarabine","drug","22","rs11231825","snp","15"
"Cytarabine","drug","22","rs1045642","snp","15"
"Cytarabine","drug","22","rs4149056","snp","15"
"Cytarabine","drug","22","ADH1A","gene","15"
"Cytarabine","drug","22","rs602950","snp","15"
"Cytarabine","drug","22","SULT2B1","gene","15"
"Cytarabine","drug","22","rs2070673","snp","15"
"Cytarabine","drug","22","C18orf56","gene","15"
"Cytarabine","drug","22","rs2032582","snp","15"
"Cytarabine","drug","22","rs6811453","snp","15"
"Cytarabine","drug","22","rs2515641","snp","15"
"Cytarabine","drug","22","rs747199","snp","15"
"Cytarabine","drug","22","SLCO1B1","gene","15"
"Cytarabine","drug","22","SLC29A1","gene","15"
"Cytarabine","drug","22","DUX1","gene","15"
"Cytarabine","drug","22","ABCB1","gene","15"
"Cytarabine","drug","22","CYP2E1","gene","15"
"Cytarabine","drug","22","6-mercaptopurine","drug","15"
"Cytarabine","drug","22","Idarubicin","drug","15"
"Cytarabine","drug","22","rs1826909","snp","15"
"6-mercaptopurine","drug","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"6-mercaptopurine","drug","22","BCR","gene","15"
"6-mercaptopurine","drug","22","ABL1","gene","15"
"6-mercaptopurine","drug","22","KMT2A","gene","15"
"6-mercaptopurine","drug","22","AFF1","gene","15"
"6-mercaptopurine","drug","22","TCF3","gene","15"
